
Predictions were generated on 31-Jan-2024 at 12:35:17 using OpenFAST, compiled as a 64-bit application using single precision at commit v3.5.1
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn; HydroDyn; MAP++ (<1.20.10>, <Oct-20-2023>)

Description from the FAST input file: CCT-9 Campign 4 model. Input files to be run with OpenFAST 3.5.0. GitHub branch from Lu Wang (https://github.com/luwang00/openfast/tree/dev) compiled on March 7, 2023.

Time	Wind1VelX	GenSpeed	RotSpeed	RotTorq	RotThrust	TwrBsMxt	TwrBsMyt	TwrBsMzt	TwrBsFxt	TwrBsFyt	TwrBsFzt	PtfmSurge	PtfmSway	PtfmHeave	PtfmRoll	PtfmPitch	PtfmYaw	TTDspFA	TTDspSS	YawBrFyn	RtAeroCp	RtAeroCt	RtAeroCq	RtTSR	GenPwr	BlPitchC1	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	T[1]	T[2]	T[3]
(s)	(m/s)	(rpm)	(rpm)	(kN-m)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(m)	(m)	(m)	(deg)	(deg)	(deg)	(m)	(m)	(kN)	(-)	(-)	(-)	(-)	(kW)	(deg)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	[N]	[N]	[N]
    2.2500	 1.000E+01	 5.379E+00	 5.379E+00	-2.275E-04	 2.572E+03	 8.253E+04	 2.645E+05	 3.732E+03	 2.346E+03	-7.743E+02	-1.806E+04	-1.214E-01	-5.639E-01	-3.613E-02	 2.477E+00	 1.065E+00	-3.762E-01	 5.104E-01	 3.513E-16	-4.890E+02	 2.578E-01	 4.584E-01	 3.769E-02	 6.840E+00	-9.012E-05	 1.700E+00	 0.000E+00	-6.774E+05	 8.873E-01	 2.035E+08	-9.226E+07	-3.283E+07	-9.778E+06	 3.353E+06	 3.261E+06	 3.364E+06
    2.3000	 1.000E+01	 5.388E+00	 5.388E+00	 1.251E-03	 2.561E+03	 8.275E+04	 2.510E+05	 3.275E+03	 2.059E+03	-7.763E+02	-1.796E+04	-1.164E-01	-5.639E-01	-3.649E-02	 2.477E+00	 1.065E+00	-3.739E-01	 5.014E-01	 7.069E-17	-4.911E+02	 2.576E-01	 4.577E-01	 3.771E-02	 6.831E+00	-9.013E-05	 1.700E+00	 0.000E+00	-5.832E+05	 8.084E-01	 2.035E+08	-9.226E+07	-3.383E+07	-8.916E+06	 3.353E+06	 3.261E+06	 3.365E+06
    2.3500	 1.000E+01	 5.397E+00	 5.397E+00	 9.226E-04	 2.544E+03	 8.305E+04	 2.429E+05	 2.601E+03	 1.935E+03	-7.793E+02	-1.793E+04	-1.112E-01	-5.639E-01	-3.684E-02	 2.477E+00	 1.065E+00	-3.716E-01	 4.914E-01	-3.248E-16	-4.940E+02	 2.574E-01	 4.570E-01	 3.772E-02	 6.823E+00	-9.013E-05	 1.700E+00	 0.000E+00	-5.426E+05	 7.381E-01	 2.034E+08	-9.226E+07	-3.427E+07	-8.147E+06	 3.352E+06	 3.261E+06	 3.366E+06
    2.4000	 1.000E+01	 5.406E+00	 5.406E+00	-4.053E-04	 2.521E+03	 8.334E+04	 2.417E+05	 1.974E+03	 2.007E+03	-7.820E+02	-1.798E+04	-1.060E-01	-5.639E-01	-3.719E-02	 2.477E+00	 1.065E+00	-3.692E-01	 4.806E-01	 9.558E-16	-4.968E+02	 2.570E-01	 4.562E-01	 3.770E-02	 6.817E+00	-9.014E-05	 1.700E+00	 0.000E+00	-5.665E+05	 6.976E-01	 2.035E+08	-9.226E+07	-3.403E+07	-7.705E+06	 3.352E+06	 3.260E+06	 3.366E+06
    2.4500	 1.000E+01	 5.416E+00	 5.416E+00	-3.669E-04	 2.494E+03	 8.350E+04	 2.454E+05	 1.612E+03	 2.222E+03	-7.835E+02	-1.808E+04	-1.005E-01	-5.639E-01	-3.754E-02	 2.477E+00	 1.065E+00	-3.667E-01	 4.689E-01	 1.730E-15	-4.983E+02	 2.566E-01	 4.556E-01	 3.767E-02	 6.811E+00	-9.014E-05	 1.700E+00	 0.000E+00	-6.376E+05	 6.926E-01	 2.035E+08	-9.226E+07	-3.330E+07	-7.653E+06	 3.352E+06	 3.260E+06	 3.367E+06
    2.5000	 1.000E+01	 5.425E+00	 5.425E+00	 7.201E-04	 2.466E+03	 8.350E+04	 2.497E+05	 1.607E+03	 2.465E+03	-7.835E+02	-1.820E+04	-9.493E-02	-5.639E-01	-3.789E-02	 2.477E+00	 1.065E+00	-3.642E-01	 4.561E-01	-2.168E-18	-4.984E+02	 2.565E-01	 4.552E-01	 3.768E-02	 6.808E+00	-9.015E-05	 1.700E+00	 0.000E+00	-7.180E+05	 7.126E-01	 2.036E+08	-9.226E+07	-3.247E+07	-7.875E+06	 3.351E+06	 3.260E+06	 3.368E+06
    2.5500	 1.000E+01	 5.435E+00	 5.435E+00	-3.693E-04	 2.440E+03	 8.336E+04	 2.500E+05	 1.923E+03	 2.611E+03	-7.822E+02	-1.828E+04	-8.916E-02	-5.639E-01	-3.825E-02	 2.477E+00	 1.065E+00	-3.616E-01	 4.418E-01	 3.539E-16	-4.971E+02	 2.566E-01	 4.552E-01	 3.770E-02	 6.806E+00	-9.015E-05	 1.700E+00	 0.000E+00	-7.666E+05	 7.373E-01	 2.037E+08	-9.226E+07	-3.198E+07	-8.148E+06	 3.351E+06	 3.259E+06	 3.368E+06
    2.6000	 1.000E+01	 5.444E+00	 5.444E+00	-4.709E-05	 2.415E+03	 8.316E+04	 2.432E+05	 2.397E+03	 2.577E+03	-7.802E+02	-1.829E+04	-8.320E-02	-5.639E-01	-3.863E-02	 2.477E+00	 1.065E+00	-3.590E-01	 4.259E-01	-8.557E-16	-4.952E+02	 2.567E-01	 4.553E-01	 3.773E-02	 6.805E+00	-9.015E-05	 1.700E+00	 0.000E+00	-7.561E+05	 7.448E-01	 2.037E+08	-9.226E+07	-3.210E+07	-8.233E+06	 3.350E+06	 3.259E+06	 3.369E+06
    2.6500	 1.000E+01	 5.454E+00	 5.454E+00	-5.672E-04	 2.391E+03	 8.302E+04	 2.293E+05	 2.801E+03	 2.359E+03	-7.788E+02	-1.823E+04	-7.704E-02	-5.639E-01	-3.903E-02	 2.477E+00	 1.065E+00	-3.563E-01	 4.085E-01	-7.264E-16	-4.938E+02	 2.568E-01	 4.555E-01	 3.774E-02	 6.806E+00	-9.016E-05	 1.700E+00	 0.000E+00	-6.845E+05	 7.206E-01	 2.036E+08	-9.226E+07	-3.287E+07	-7.971E+06	 3.350E+06	 3.259E+06	 3.370E+06
    2.7000	 1.000E+01	 5.463E+00	 5.463E+00	-5.107E-04	 2.365E+03	 8.300E+04	 2.108E+05	 2.923E+03	 2.027E+03	-7.785E+02	-1.813E+04	-7.071E-02	-5.639E-01	-3.943E-02	 2.477E+00	 1.065E+00	-3.536E-01	 3.899E-01	-1.301E-16	-4.936E+02	 2.569E-01	 4.557E-01	 3.774E-02	 6.809E+00	-9.016E-05	 1.700E+00	 0.000E+00	-5.756E+05	 6.620E-01	 2.036E+08	-9.226E+07	-3.402E+07	-7.330E+06	 3.350E+06	 3.258E+06	 3.371E+06
    2.7500	 1.000E+01	 5.473E+00	 5.473E+00	-6.002E-04	 2.337E+03	 8.312E+04	 1.922E+05	 2.689E+03	 1.699E+03	-7.797E+02	-1.803E+04	-6.423E-02	-5.639E-01	-3.984E-02	 2.477E+00	 1.065E+00	-3.508E-01	 3.706E-01	 2.455E-16	-4.947E+02	 2.570E-01	 4.560E-01	 3.773E-02	 6.812E+00	-9.017E-05	 1.700E+00	 0.000E+00	-4.677E+05	 5.813E-01	 2.035E+08	-9.226E+07	-3.516E+07	-6.448E+06	 3.349E+06	 3.258E+06	 3.371E+06
    2.8000	 1.000E+01	 5.483E+00	 5.483E+00	 8.233E-04	 2.304E+03	 8.335E+04	 1.777E+05	 2.186E+03	 1.486E+03	-7.818E+02	-1.797E+04	-5.764E-02	-5.639E-01	-4.026E-02	 2.477E+00	 1.065E+00	-3.479E-01	 3.510E-01	 6.154E-16	-4.969E+02	 2.571E-01	 4.564E-01	 3.771E-02	 6.818E+00	-9.017E-05	 1.700E+00	 0.000E+00	-3.976E+05	 5.000E-01	 2.035E+08	-9.226E+07	-3.591E+07	-5.557E+06	 3.349E+06	 3.257E+06	 3.372E+06
    2.8500	 1.000E+01	 5.492E+00	 5.492E+00	 2.998E-04	 2.266E+03	 8.359E+04	 1.694E+05	 1.635E+03	 1.447E+03	-7.842E+02	-1.799E+04	-5.096E-02	-5.639E-01	-4.066E-02	 2.477E+00	 1.065E+00	-3.450E-01	 3.314E-01	-1.138E-15	-4.993E+02	 2.570E-01	 4.568E-01	 3.766E-02	 6.825E+00	-9.018E-05	 1.700E+00	 0.000E+00	-3.847E+05	 4.402E-01	 2.035E+08	-9.226E+07	-3.605E+07	-4.904E+06	 3.348E+06	 3.257E+06	 3.373E+06
    2.9000	 1.000E+01	 5.502E+00	 5.502E+00	-6.882E-04	 2.226E+03	 8.377E+04	 1.669E+05	 1.239E+03	 1.564E+03	-7.859E+02	-1.807E+04	-4.418E-02	-5.639E-01	-4.107E-02	 2.477E+00	 1.065E+00	-3.421E-01	 3.121E-01	 1.542E-16	-5.010E+02	 2.571E-01	 4.574E-01	 3.761E-02	 6.835E+00	-9.018E-05	 1.700E+00	 0.000E+00	-4.232E+05	 4.122E-01	 2.035E+08	-9.226E+07	-3.566E+07	-4.598E+06	 3.348E+06	 3.256E+06	 3.374E+06
    2.9500	 1.000E+01	 5.511E+00	 5.511E+00	 1.291E-03	 2.185E+03	 8.381E+04	 1.670E+05	 1.153E+03	 1.753E+03	-7.862E+02	-1.818E+04	-3.730E-02	-5.639E-01	-4.148E-02	 2.477E+00	 1.065E+00	-3.392E-01	 2.927E-01	-6.700E-16	-5.014E+02	 2.574E-01	 4.584E-01	 3.760E-02	 6.846E+00	-9.019E-05	 1.700E+00	 0.000E+00	-4.856E+05	 4.134E-01	 2.036E+08	-9.226E+07	-3.501E+07	-4.613E+06	 3.347E+06	 3.256E+06	 3.375E+06
    3.0000	 1.000E+01	 5.521E+00	 5.521E+00	-8.503E-05	 2.148E+03	 8.371E+04	 1.656E+05	 1.403E+03	 1.902E+03	-7.853E+02	-1.827E+04	-3.030E-02	-5.639E-01	-4.189E-02	 2.477E+00	 1.065E+00	-3.362E-01	 2.732E-01	 4.124E-16	-5.005E+02	 2.579E-01	 4.597E-01	 3.760E-02	 6.859E+00	-9.019E-05	 1.700E+00	 0.000E+00	-5.347E+05	 4.294E-01	 2.036E+08	-9.226E+07	-3.451E+07	-4.790E+06	 3.347E+06	 3.256E+06	 3.376E+06
    3.0500	 1.000E+01	 5.531E+00	 5.531E+00	 3.313E-04	 2.114E+03	 8.352E+04	 1.593E+05	 1.881E+03	 1.918E+03	-7.834E+02	-1.831E+04	-2.317E-02	-5.639E-01	-4.232E-02	 2.477E+00	 1.065E+00	-3.332E-01	 2.533E-01	-1.377E-15	-4.987E+02	 2.586E-01	 4.614E-01	 3.763E-02	 6.874E+00	-9.020E-05	 1.700E+00	 0.000E+00	-5.401E+05	 4.403E-01	 2.037E+08	-9.226E+07	-3.447E+07	-4.912E+06	 3.346E+06	 3.255E+06	 3.376E+06
    3.1000	 1.000E+01	 5.540E+00	 5.540E+00	 5.187E-04	 2.083E+03	 8.334E+04	 1.468E+05	 2.389E+03	 1.767E+03	-7.816E+02	-1.827E+04	-1.590E-02	-5.639E-01	-4.276E-02	 2.477E+00	 1.065E+00	-3.301E-01	 2.330E-01	 1.017E-15	-4.969E+02	 2.593E-01	 4.631E-01	 3.763E-02	 6.891E+00	-9.020E-05	 1.700E+00	 0.000E+00	-4.906E+05	 4.292E-01	 2.037E+08	-9.226E+07	-3.500E+07	-4.792E+06	 3.346E+06	 3.255E+06	 3.377E+06
    3.1500	 1.000E+01	 5.550E+00	 5.550E+00	 1.904E-03	 2.053E+03	 8.324E+04	 1.297E+05	 2.715E+03	 1.488E+03	-7.806E+02	-1.819E+04	-8.524E-03	-5.639E-01	-4.322E-02	 2.477E+00	 1.065E+00	-3.270E-01	 2.127E-01	 4.122E-16	-4.960E+02	 2.598E-01	 4.649E-01	 3.761E-02	 6.909E+00	-9.020E-05	 1.700E+00	 0.000E+00	-3.987E+05	 3.888E-01	 2.036E+08	-9.226E+07	-3.597E+07	-4.351E+06	 3.346E+06	 3.254E+06	 3.378E+06
    3.2000	 1.000E+01	 5.559E+00	 5.559E+00	 1.124E-04	 2.023E+03	 8.328E+04	 1.114E+05	 2.711E+03	 1.174E+03	-7.809E+02	-1.810E+04	-1.051E-03	-5.639E-01	-4.368E-02	 2.477E+00	 1.065E+00	-3.239E-01	 1.926E-01	 2.830E-16	-4.963E+02	 2.604E-01	 4.667E-01	 3.758E-02	 6.929E+00	-9.021E-05	 1.700E+00	 0.000E+00	-2.950E+05	 3.234E-01	 2.035E+08	-9.226E+07	-3.707E+07	-3.634E+06	 3.345E+06	 3.254E+06	 3.379E+06
    3.2500	 1.000E+01	 5.569E+00	 5.569E+00	-9.171E-04	 1.991E+03	 8.344E+04	 9.586E+04	 2.401E+03	 9.296E+02	-7.824E+02	-1.803E+04	 6.489E-03	-5.639E-01	-4.415E-02	 2.477E+00	 1.065E+00	-3.207E-01	 1.733E-01	-2.411E-16	-4.978E+02	 2.608E-01	 4.685E-01	 3.753E-02	 6.950E+00	-9.021E-05	 1.700E+00	 0.000E+00	-2.144E+05	 2.498E-01	 2.035E+08	-9.226E+07	-3.792E+07	-2.828E+06	 3.345E+06	 3.253E+06	 3.380E+06
    3.3000	 1.000E+01	 5.578E+00	 5.578E+00	-5.374E-04	 1.957E+03	 8.366E+04	 8.595E+04	 1.946E+03	 8.302E+02	-7.845E+02	-1.802E+04	 1.407E-02	-5.639E-01	-4.461E-02	 2.477E+00	 1.065E+00	-3.176E-01	 1.551E-01	 1.300E-15	-4.999E+02	 2.613E-01	 4.704E-01	 3.747E-02	 6.974E+00	-9.022E-05	 1.700E+00	 0.000E+00	-1.813E+05	 1.885E-01	 2.035E+08	-9.226E+07	-3.827E+07	-2.157E+06	 3.344E+06	 3.253E+06	 3.381E+06
    3.3500	 1.000E+01	 5.588E+00	 5.588E+00	 3.082E-04	 1.922E+03	 8.385E+04	 8.211E+04	 1.554E+03	 8.868E+02	-7.863E+02	-1.807E+04	 2.170E-02	-5.639E-01	-4.507E-02	 2.477E+00	 1.065E+00	-3.144E-01	 1.382E-01	-4.020E-16	-5.016E+02	 2.617E-01	 4.724E-01	 3.739E-02	 6.999E+00	-9.022E-05	 1.700E+00	 0.000E+00	-1.995E+05	 1.543E-01	 2.035E+08	-9.226E+07	-3.808E+07	-1.782E+06	 3.344E+06	 3.252E+06	 3.382E+06
    3.4000	 1.000E+01	 5.597E+00	 5.597E+00	-1.403E-03	 1.888E+03	 8.392E+04	 8.241E+04	 1.414E+03	 1.046E+03	-7.869E+02	-1.816E+04	 2.936E-02	-5.639E-01	-4.553E-02	 2.477E+00	 1.065E+00	-3.112E-01	 1.225E-01	 1.346E-15	-5.023E+02	 2.622E-01	 4.747E-01	 3.732E-02	 7.025E+00	-9.023E-05	 1.700E+00	 0.000E+00	-2.514E+05	 1.511E-01	 2.036E+08	-9.226E+07	-3.754E+07	-1.748E+06	 3.343E+06	 3.252E+06	 3.383E+06
    3.4500	 1.000E+01	 5.607E+00	 5.607E+00	 3.450E-04	 1.858E+03	 8.384E+04	 8.335E+04	 1.615E+03	 1.212E+03	-7.862E+02	-1.825E+04	 3.708E-02	-5.639E-01	-4.600E-02	 2.477E+00	 1.065E+00	-3.080E-01	 1.078E-01	-2.711E-18	-5.016E+02	 2.628E-01	 4.773E-01	 3.726E-02	 7.053E+00	-9.023E-05	 1.700E+00	 0.000E+00	-3.060E+05	 1.709E-01	 2.036E+08	-9.226E+07	-3.698E+07	-1.966E+06	 3.343E+06	 3.251E+06	 3.384E+06
    3.5000	 1.000E+01	 5.616E+00	 5.616E+00	 3.235E-04	 1.833E+03	 8.364E+04	 8.150E+04	 2.098E+03	 1.293E+03	-7.843E+02	-1.831E+04	 4.486E-02	-5.639E-01	-4.648E-02	 2.477E+00	 1.065E+00	-3.048E-01	 9.391E-02	 8.405E-16	-4.997E+02	 2.636E-01	 4.802E-01	 3.721E-02	 7.083E+00	-9.024E-05	 1.700E+00	 0.000E+00	-3.324E+05	 1.968E-01	 2.037E+08	-9.226E+07	-3.671E+07	-2.251E+06	 3.342E+06	 3.251E+06	 3.385E+06
    3.5500	 1.000E+01	 5.625E+00	 5.625E+00	 6.423E-04	 1.813E+03	 8.340E+04	 7.492E+04	 2.694E+03	 1.235E+03	-7.819E+02	-1.830E+04	 5.272E-02	-5.639E-01	-4.697E-02	 2.477E+00	 1.065E+00	-3.015E-01	 8.079E-02	 4.561E-16	-4.973E+02	 2.641E-01	 4.830E-01	 3.713E-02	 7.114E+00	-9.024E-05	 1.700E+00	 0.000E+00	-3.132E+05	 2.107E-01	 2.037E+08	-9.226E+07	-3.692E+07	-2.405E+06	 3.342E+06	 3.250E+06	 3.386E+06
    3.6000	 1.000E+01	 5.634E+00	 5.634E+00	-1.454E-04	 1.797E+03	 8.320E+04	 6.398E+04	 3.179E+03	 1.049E+03	-7.800E+02	-1.824E+04	 6.065E-02	-5.639E-01	-4.747E-02	 2.477E+00	 1.065E+00	-2.983E-01	 6.851E-02	-3.637E-16	-4.954E+02	 2.646E-01	 4.858E-01	 3.703E-02	 7.146E+00	-9.024E-05	 1.700E+00	 0.000E+00	-2.517E+05	 2.006E-01	 2.036E+08	-9.226E+07	-3.757E+07	-2.294E+06	 3.341E+06	 3.250E+06	 3.387E+06
    3.6500	 1.000E+01	 5.643E+00	 5.643E+00	 1.004E-03	 1.783E+03	 8.313E+04	 5.115E+04	 3.383E+03	 7.999E+02	-7.793E+02	-1.816E+04	 6.863E-02	-5.639E-01	-4.798E-02	 2.477E+00	 1.065E+00	-2.950E-01	 5.733E-02	 4.136E-17	-4.947E+02	 2.649E-01	 4.886E-01	 3.690E-02	 7.179E+00	-9.025E-05	 1.700E+00	 0.000E+00	-1.695E+05	 1.653E-01	 2.036E+08	-9.226E+07	-3.843E+07	-1.908E+06	 3.341E+06	 3.249E+06	 3.388E+06
    3.7000	 1.000E+01	 5.652E+00	 5.652E+00	-5.518E-04	 1.768E+03	 8.321E+04	 3.993E+04	 3.273E+03	 5.817E+02	-7.800E+02	-1.808E+04	 7.665E-02	-5.639E-01	-4.850E-02	 2.477E+00	 1.065E+00	-2.917E-01	 4.760E-02	-3.038E-16	-4.954E+02	 2.653E-01	 4.915E-01	 3.678E-02	 7.213E+00	-9.025E-05	 1.700E+00	 0.000E+00	-9.721E+04	 1.163E-01	 2.035E+08	-9.226E+07	-3.919E+07	-1.371E+06	 3.340E+06	 3.249E+06	 3.389E+06
    3.7500	 1.000E+01	 5.661E+00	 5.661E+00	-8.259E-04	 1.754E+03	 8.339E+04	 3.325E+04	 2.944E+03	 4.729E+02	-7.817E+02	-1.805E+04	 8.467E-02	-5.639E-01	-4.901E-02	 2.477E+00	 1.065E+00	-2.884E-01	 3.962E-02	-1.073E-15	-4.970E+02	 2.655E-01	 4.943E-01	 3.664E-02	 7.247E+00	-9.026E-05	 1.700E+00	 0.000E+00	-6.085E+04	 7.086E-02	 2.035E+08	-9.226E+07	-3.957E+07	-8.728E+05	 3.340E+06	 3.248E+06	 3.390E+06
    3.8000	 1.000E+01	 5.670E+00	 5.670E+00	-1.298E-03	 1.739E+03	 8.357E+04	 3.234E+04	 2.592E+03	 5.054E+02	-7.834E+02	-1.808E+04	 9.270E-02	-5.639E-01	-4.953E-02	 2.477E+00	 1.065E+00	-2.851E-01	 3.355E-02	 4.604E-16	-4.987E+02	 2.658E-01	 4.972E-01	 3.650E-02	 7.283E+00	-9.026E-05	 1.700E+00	 0.000E+00	-7.101E+04	 4.561E-02	 2.035E+08	-9.226E+07	-3.947E+07	-5.960E+05	 3.339E+06	 3.248E+06	 3.391E+06
    3.8500	 1.000E+01	 5.679E+00	 5.679E+00	-3.107E-04	 1.726E+03	 8.365E+04	 3.623E+04	 2.416E+03	 6.525E+02	-7.842E+02	-1.815E+04	 1.007E-01	-5.639E-01	-5.004E-02	 2.477E+00	 1.065E+00	-2.818E-01	 2.936E-02	 7.431E-16	-4.994E+02	 2.659E-01	 5.001E-01	 3.633E-02	 7.319E+00	-9.027E-05	 1.700E+00	 0.000E+00	-1.190E+05	 4.903E-02	 2.036E+08	-9.226E+07	-3.897E+07	-6.337E+05	 3.338E+06	 3.247E+06	 3.392E+06
    3.9000	 1.000E+01	 5.687E+00	 5.687E+00	 1.484E-04	 1.718E+03	 8.358E+04	 4.226E+04	 2.528E+03	 8.420E+02	-7.835E+02	-1.823E+04	 1.088E-01	-5.639E-01	-5.056E-02	 2.477E+00	 1.065E+00	-2.785E-01	 2.685E-02	 2.579E-16	-4.987E+02	 2.660E-01	 5.031E-01	 3.616E-02	 7.355E+00	-9.027E-05	 1.700E+00	 0.000E+00	-1.810E+05	 7.781E-02	 2.036E+08	-9.226E+07	-3.832E+07	-9.498E+05	 3.338E+06	 3.247E+06	 3.393E+06
    3.9500	 1.000E+01	 5.696E+00	 5.696E+00	-1.552E-03	 1.715E+03	 8.334E+04	 4.725E+04	 2.919E+03	 9.887E+02	-7.814E+02	-1.828E+04	 1.169E-01	-5.639E-01	-5.108E-02	 2.477E+00	 1.065E+00	-2.752E-01	 2.577E-02	-1.190E-15	-4.967E+02	 2.659E-01	 5.060E-01	 3.597E-02	 7.392E+00	-9.027E-05	 1.700E+00	 0.000E+00	-2.290E+05	 1.191E-01	 2.037E+08	-9.226E+07	-3.782E+07	-1.403E+06	 3.337E+06	 3.246E+06	 3.394E+06
    4.0000	 1.000E+01	 5.704E+00	 5.704E+00	 1.147E-03	 1.718E+03	 8.303E+04	 4.890E+04	 3.454E+03	 1.031E+03	-7.785E+02	-1.830E+04	 1.250E-01	-5.639E-01	-5.161E-02	 2.477E+00	 1.065E+00	-2.719E-01	 2.592E-02	 1.154E-15	-4.938E+02	 2.658E-01	 5.089E-01	 3.578E-02	 7.429E+00	-9.028E-05	 1.700E+00	 0.000E+00	-2.427E+05	 1.556E-01	 2.037E+08	-9.226E+07	-3.769E+07	-1.804E+06	 3.337E+06	 3.246E+06	 3.395E+06
    4.0500	 1.000E+01	 5.712E+00	 5.712E+00	 7.938E-04	 1.725E+03	 8.273E+04	 4.674E+04	 3.938E+03	 9.561E+02	-7.759E+02	-1.826E+04	 1.332E-01	-5.639E-01	-5.216E-02	 2.477E+00	 1.065E+00	-2.685E-01	 2.723E-02	-1.445E-16	-4.911E+02	 2.655E-01	 5.115E-01	 3.556E-02	 7.466E+00	-9.028E-05	 1.700E+00	 0.000E+00	-2.180E+05	 1.736E-01	 2.037E+08	-9.226E+07	-3.795E+07	-2.002E+06	 3.336E+06	 3.245E+06	 3.396E+06
    4.1000	 1.000E+01	 5.721E+00	 5.721E+00	 8.556E-04	 1.735E+03	 8.255E+04	 4.221E+04	 4.215E+03	 8.043E+02	-7.743E+02	-1.819E+04	 1.414E-01	-5.639E-01	-5.271E-02	 2.477E+00	 1.065E+00	-2.652E-01	 2.980E-02	-9.475E-16	-4.895E+02	 2.652E-01	 5.140E-01	 3.535E-02	 7.502E+00	-9.029E-05	 1.700E+00	 0.000E+00	-1.678E+05	 1.691E-01	 2.036E+08	-9.226E+07	-3.848E+07	-1.954E+06	 3.336E+06	 3.245E+06	 3.397E+06
    4.1500	 1.000E+01	 5.729E+00	 5.729E+00	 8.463E-04	 1.746E+03	 8.254E+04	 3.804E+04	 4.220E+03	 6.487E+02	-7.742E+02	-1.812E+04	 1.497E-01	-5.639E-01	-5.327E-02	 2.477E+00	 1.065E+00	-2.618E-01	 3.382E-02	 2.920E-16	-4.893E+02	 2.649E-01	 5.166E-01	 3.513E-02	 7.538E+00	-9.029E-05	 1.700E+00	 0.000E+00	-1.162E+05	 1.485E-01	 2.036E+08	-9.226E+07	-3.902E+07	-1.729E+06	 3.335E+06	 3.244E+06	 3.398E+06
    4.2000	 1.000E+01	 5.737E+00	 5.737E+00	-6.507E-04	 1.756E+03	 8.265E+04	 3.696E+04	 4.001E+03	 5.635E+02	-7.752E+02	-1.808E+04	 1.580E-01	-5.639E-01	-5.383E-02	 2.477E+00	 1.065E+00	-2.585E-01	 3.949E-02	 2.070E-15	-4.903E+02	 2.645E-01	 5.192E-01	 3.492E-02	 7.574E+00	-9.029E-05	 1.700E+00	 0.000E+00	-8.783E+04	 1.256E-01	 2.035E+08	-9.226E+07	-3.932E+07	-1.478E+06	 3.335E+06	 3.244E+06	 3.399E+06
    4.2500	 1.000E+01	 5.745E+00	 5.745E+00	-5.646E-04	 1.767E+03	 8.280E+04	 4.060E+04	 3.699E+03	 5.924E+02	-7.767E+02	-1.808E+04	 1.662E-01	-5.639E-01	-5.438E-02	 2.477E+00	 1.065E+00	-2.551E-01	 4.691E-02	-1.355E-15	-4.917E+02	 2.640E-01	 5.218E-01	 3.470E-02	 7.608E+00	-9.030E-05	 1.700E+00	 0.000E+00	-9.693E+04	 1.151E-01	 2.036E+08	-9.226E+07	-3.923E+07	-1.364E+06	 3.334E+06	 3.243E+06	 3.400E+06
    4.3000	 1.000E+01	 5.752E+00	 5.752E+00	-4.845E-04	 1.779E+03	 8.290E+04	 4.880E+04	 3.468E+03	 7.309E+02	-7.776E+02	-1.812E+04	 1.745E-01	-5.639E-01	-5.494E-02	 2.477E+00	 1.065E+00	-2.517E-01	 5.603E-02	 4.485E-16	-4.926E+02	 2.634E-01	 5.241E-01	 3.447E-02	 7.642E+00	-9.030E-05	 1.700E+00	 0.000E+00	-1.422E+05	 1.260E-01	 2.036E+08	-9.226E+07	-3.876E+07	-1.484E+06	 3.334E+06	 3.243E+06	 3.401E+06
    4.3500	 1.000E+01	 5.760E+00	 5.760E+00	-4.953E-04	 1.795E+03	 8.286E+04	 5.974E+04	 3.433E+03	 9.305E+02	-7.773E+02	-1.818E+04	 1.828E-01	-5.639E-01	-5.549E-02	 2.477E+00	 1.065E+00	-2.483E-01	 6.665E-02	 2.957E-16	-4.923E+02	 2.628E-01	 5.263E-01	 3.425E-02	 7.675E+00	-9.030E-05	 1.700E+00	 0.000E+00	-2.077E+05	 1.591E-01	 2.036E+08	-9.226E+07	-3.808E+07	-1.847E+06	 3.333E+06	 3.242E+06	 3.402E+06
    4.4000	 1.000E+01	 5.768E+00	 5.768E+00	 3.618E-05	 1.814E+03	 8.268E+04	 7.079E+04	 3.621E+03	 1.121E+03	-7.758E+02	-1.824E+04	 1.912E-01	-5.639E-01	-5.605E-02	 2.477E+00	 1.065E+00	-2.449E-01	 7.848E-02	 7.276E-16	-4.907E+02	 2.622E-01	 5.283E-01	 3.402E-02	 7.707E+00	-9.031E-05	 1.700E+00	 0.000E+00	-2.703E+05	 2.057E-01	 2.037E+08	-9.226E+07	-3.743E+07	-2.359E+06	 3.333E+06	 3.242E+06	 3.403E+06
    4.4500	 1.000E+01	 5.775E+00	 5.775E+00	-1.600E-03	 1.839E+03	 8.240E+04	 7.960E+04	 3.956E+03	 1.240E+03	-7.733E+02	-1.826E+04	 1.996E-01	-5.639E-01	-5.662E-02	 2.477E+00	 1.065E+00	-2.414E-01	 9.125E-02	-6.238E-16	-4.883E+02	 2.616E-01	 5.301E-01	 3.381E-02	 7.738E+00	-9.031E-05	 1.700E+00	 0.000E+00	-3.096E+05	 2.522E-01	 2.037E+08	-9.226E+07	-3.702E+07	-2.871E+06	 3.332E+06	 3.241E+06	 3.404E+06
